all_BC_samples__strict_amyloid_TPM_fraction	coverage_QC_protein_coding_annotation_fraction_ge_0_5__strict_amyloid_TPM_fraction
0.015802356006439963	0.027487981923106655
-0.042364421385238216	-0.037756177173666
-0.09149400014888642	-0.1023638125554072
0.11298179808725081	0.09346535377414117
-0.030554713072524012	-0.040710791008457106
-0.08882102537216013	-0.0773045387970394
0.003465719699897618	-0.03127855302562557
-0.057632130291266306	-0.042001603654369835
0.043685780173823005	0.021379021130236306
0.03940055977831805	0.012760195214191167
-0.044019838369969894	-0.03348786638295531
-0.07037768127929114	-0.08139342648120959
0.021404563778601435	0.03686984240533571
0.024276340988466732	0.04906848256630539
-0.030797771918188832	-0.030956111558369664
0.0043714809484465544	0.03630002676500024
-0.04519720797088503	-0.03901483432769853
-0.010273914390140249	-0.006247591552911325
-0.07493719608259475	-0.05818311195619613
-0.08866519298201339	-0.07798138487806967
-0.0787760446773921	-0.07093896693344887
-0.04559702278188418	-0.041334486065603526
0.02047259063325857	-0.00347678511255603
-0.03307924322653988	-0.014130793920922008
-0.029915549056548557	-0.030077434950354365
0.02672173666837538	0.02847302975435806
0.04164243241174573	0.05378604174836113
-0.015844661116936193	-0.0388653231867873
-0.05055052450049438	-0.05569995437978212
-0.008264761932208514	0.006068200844131483
-0.0018140330489654355	-0.01654593536546156
0.12415558634810556	0.12121822608941477
0.023657579966244874	0.014400715511270507
0.015088704508163742	0.038859281747285535
-0.07903703631797698	-0.07901433209344741
-0.054274788675279545	-0.042213542629757045
0.02272811557522851	0.03379488637392229
0.025116590513205667	-0.007552281789093257
-0.00239891525183053	0.021619243075727296
-0.003127362166555972	0.008370750072667604
-0.016813639677077413	-0.020429810677509624
-0.03441020153410193	-0.010727458931209077
-0.04923647450299151	-0.059195318778655054
0.008668731280219583	-0.009591225980965151
0.021046311282154395	-0.00426100347170294
-0.059238540199659254	-0.05899204855954235
-0.04639342502674937	-0.03312769290276893
0.004236246901085011	-0.020145916225558308
-0.005690500011677979	0.021949441858362645
-0.05514093194262365	-0.045742658172888695
-0.05321419480167236	-0.03588617111336034
-0.11226468307768007	-0.11757540763943013
-0.049634516575418564	-0.04645265236192839
-0.022627404905268433	-0.001235353803165945
0.02704367476677172	0.028648915505222805
-0.01375249537681375	0.007784309088710056
0.027212554660188543	0.03597474144760421
-0.027763487787566404	-0.029501826990777663
0.03482340767891792	0.06558737984619586
0.0549272318589801	0.019063623521429207
-0.017781385850188708	-0.023966990297423635
-0.029160730016702024	-0.037970313985201426
-0.06814079893676642	-0.06773097604633685
0.045960047949250515	0.05703147732499542
0.0036088189979274488	-0.014722956953766936
-0.09610529653179538	-0.08604338629978227
-0.03794714786885173	-0.051196018913415534
-0.060782081872852486	-0.04522874764141169
0.00828018825404081	0.032937874937584044
-0.0042598880568764375	0.004905168242685165
-0.057804728497959035	-0.036221820884497435
-0.023509950441577818	-0.031147010863526683
-0.07826639845772948	-0.08437623036731831
-0.04265972493758169	-0.03257560842932833
0.006825940237193545	0.03211610628521816
0.02537303467001685	0.021933483380504562
-0.013147899239742161	-0.03411102568548818
-0.01996812831935066	-0.011799291954711522
-0.013738283636965415	-0.038863462919527886
0.08388627643584116	0.09665926641913651
-0.049355835825786065	-0.061931336129664255
-0.021327897322542755	-0.025477389853648502
-0.09941740898251375	-0.08751324608121719
0.015740589839375124	0.025476046900199334
0.004215110741149053	0.023710206830374503
0.017535077088348755	-0.024833860240726313
0.03638560843080069	0.07219721921989575
0.036037473407301845	0.047287992360208
-0.029169389991054007	-0.02490824478188
-0.10785009745698536	-0.10545525336902216
-0.014535774958100517	0.004892400913632827
-0.0192748336261494	-0.006414608537724825
0.015208375051050604	0.009224764055959539
-0.07419360433859867	-0.06481437348064945
-0.1053198244667816	-0.10240061205668906
-0.011873960835271008	0.0060858947884206704
0.05642443797474926	0.06827876580727403
-0.07987863965262068	-0.06227361478413723
-0.08090073223378283	-0.08058702783943109
-0.06931662533792762	-0.06561092247945667
-0.0051421051853143	-0.017832613497312078
0.002478728471358854	0.03031709986915812
0.009547207510219674	0.014299155614506037
-0.044543203804997766	-0.024340025077344285
0.006056519699464746	0.028071189382012612
-0.07231375205540042	-0.05781597279553015
-0.04732631839790491	-0.05166112828578748
0.020472070528285924	0.008280132008715302
-0.0014881270095070398	0.0067310272074726785
-0.03174525260906283	-0.01722339374435014
-0.027638770824922665	-0.032251864524992985
-0.08265432231980574	-0.07897507735656681
-0.012829759814018071	-0.0006546473971569267
0.003920727976647415	0.03793156696728375
-0.04215616699808106	-0.04012899739129244
-0.03121581867819484	-0.02054982187292631
0.0739459186727078	0.07955612654010222
-0.07215751874269977	-0.09907846034147555
-0.06196168231745221	-0.07267451844090408
-0.010720870156591539	-0.04226242290901236
-0.04562061136131937	-0.05038722880265564
0.013138259527478852	0.002010547056202877
0.007080143303742986	0.023585456254618248
0.08287837892877627	0.0479942226889145
-0.054279024638587026	-0.0453859348101842
0.02488118787836649	0.05265530666331364
-0.0045165171443274366	-0.013134234374068382
0.044103672102568436	0.027455067260094834
-0.05581642891963004	-0.04850428835344585
-0.020673825396549883	-0.013827086139608452
-0.047468505721569854	-0.01987704624204875
-0.0037254525354948054	0.01694684989084294
0.037385988840065	0.01343646628940956
0.01658389380729755	0.017967943790657165
-0.034728503399702404	-0.021896501178230943
-0.052929948734692034	-0.05341952223341895
-0.059220116244973794	-0.04662734843001701
0.06748752179439255	0.04395468519626178
-0.0001719439292132141	0.005269835103273168
-0.004124025709826257	0.011978058686947346
0.042686798742733206	0.07004334723825706
-0.031038106593333975	-0.002945722066132944
0.029715828559847002	0.04426301092525747
-0.10638558639366867	-0.09476221160787361
-0.04209777996931305	-0.039999139513098914
-0.03214952066183793	-0.03840790244396036
-0.03355336646369331	-0.014841708536721898
-0.04249198851016456	-0.04983262581169619
-0.0071492777800601925	0.005889830663662193
-0.019787980927357646	-0.008019798664195554
-0.00491357618344429	-0.028878469235120927
-0.009853955706047468	0.0019380781823185866
-0.028179613537566678	-0.010173372646497286
0.07533357199493716	0.060214252064067095
0.009541643537150035	0.02596491519009636
-0.012565507328893027	-0.014082311131641406
-0.07827792831962652	-0.08932726158955773
-0.015369490266257807	0.0024927470841708266
0.013044094384664862	0.018164852569121925
-0.01126159571675317	-0.018521280707851168
-0.007090175679472427	-0.015568348009815075
-0.054120667320171956	-0.06198167301723964
0.0032953200572440333	0.008055039758514182
0.03814752862021939	-0.0020813909557258203
-0.0023501516334361316	0.02229666075371403
-0.032482437939362896	-0.013513032869143127
-0.04205320841972879	-0.02627036200284094
-0.06149096715433677	-0.05588992596159559
-0.04528561327813882	-0.03160113486094329
-0.10709308040224529	-0.09723808064333767
0.02268685028253431	-0.005507653464241841
-0.03159345234443048	-0.020572398537073017
-0.059242968078155434	-0.06594502926274631
-0.006468225217604817	0.017349043295770555
-0.07939098218465199	-0.058197812210607686
0.014601904112620245	0.01482943754417465
-0.007746939678809878	0.01541565240107895
0.012525864846246335	0.0138096518525221
0.003371372057450417	0.011504473915583346
-0.004105163979613802	0.012975604198510932
-0.003821687028328774	0.0038806748547370595
0.04100294493957407	0.026249765488146115
0.041817408352029795	0.05868595310542993
-0.011049937096908546	-0.007566097327702609
0.004974828328928926	-0.027165794416116273
-0.0393690587729513	-0.028301479210751088
-0.06187641402844504	-0.05921039894489441
0.032907456463742046	0.002501856725149104
-0.03754291859135353	-0.05510553262586845
-0.07582611333887151	-0.07000805021826371
-0.12207047201582132	-0.11298460697606763
0.02989052556982305	0.047232505010355336
-0.01260622518009935	-0.010843780117620327
0.055373741286164846	0.02980648326527985
0.0036296311871606424	-0.007773039345739224
-0.07954498562457106	-0.08116245084986373
-0.0010311912408410284	-0.02352505212811165
-0.014384903782826253	0.011852311152781292
-0.038727858635579815	-0.059901338778911906
-0.07530527337446127	-0.06830796344798311
-0.04594753461104557	-0.05965561805381689
-0.03145302753513668	-0.03202559072827957
-0.01612473813770443	0.00870396878390542
-0.010663070441044059	0.019856232283711805
-0.012342233847024792	-0.008041509174847333
-0.0281805217468655	-0.029844388059676513
-0.046208397134011675	-0.04863780700624784
-0.042338773702129545	-0.04804087717293955
-0.04771338560792826	-0.020463458808755913
-0.010999991119473848	0.0042973647864517905
-0.00752400507729567	0.022769402593767835
0.002240301244488596	-0.00592862868900268
0.0013916335362526566	0.009772550053507495
0.019661051743197766	0.05366760320845712
0.009398905522808837	0.017014500194310833
-0.03780583768343673	-0.02212677650505812
0.02175320015466839	0.0336685280366823
-0.07820034981891182	-0.06695997242104504
-0.0421629675555599	-0.025109441590619674
-0.01209719052603525	-0.02898354729578645
0.002338306943760332	0.020591697360189495
-0.01923704067699053	-0.002526484663495948
-0.07631640875758156	-0.05913210414123263
-0.022821104410642723	-0.023888202401028735
0.00020930594308857242	0.009198223631793206
0.001390778207347676	-0.001297657989216161
0.0008738565276108501	-0.007510355087054027
-0.04969556779904136	-0.03728773286554635
0.09258667126301513	0.050819808139183006
-0.005016237349279418	-0.026609449881678154
-0.014128304231011773	-0.023637341006368273
0.0332482664803177	0.043506550711016306
-0.005382482723837373	-0.012297504256317787
-0.0041536621577464294	-0.026453263493144086
-0.023858583479469897	-0.005223311658128976
0.048350918993550596	0.018873578473274977
-0.0515974811998275	-0.0379193659357121
-0.05117457003924353	-0.04931281457933506
0.03370188284012496	0.03133978238213489
